8.820261729838319908e+00,2.000786041836116524e+00,4.893689920528696113e+00,1.120446599600728987e+01,9.337789950749836976e+00,-4.886389399382054854e+00,4.750442087627947174e+00,-7.567860414884894915e-01,-5.160942589677892656e-01,2.052992509691861756e+00,7.202178558043899059e-01,7.271367534814875633e+00,3.805188625734967189e+00,6.083750824641420696e-01,2.219316163727128366e+00,1.668371636871334163e+00,7.470395365788030873e+00,-1.025791318829004428e+00,1.565338508254506822e+00,-4.270478696508623884e+00
-1.276494907917039257e+01,3.268092977201803251e+00,4.322180994297529111e+00,-3.710825102032209610e+00,1.134877311993803772e+01,-7.271828372993823564e+00,2.287925865072303333e-01,-9.359192501291679900e-01,7.663896071792287934e+00,7.346793849501425555e+00,7.747371284845815387e-01,1.890812598010867873e+00,-4.438928738150563547e+00,-9.903982341119634825e+00,-1.739560746630762988e+00,7.817448455199003110e-01,6.151453403638603490e+00,6.011899243922056435e+00,-1.936634087039761365e+00,-1.511513752876677774e+00
-5.242764825335463286e+00,-7.100089685894875657e+00,-8.531350953125063086e+00,9.753876976158949219e+00,-2.548260908758267718e+00,-2.190371508055931837e+00,-6.263976800249631438e+00,3.887451779159550203e+00,-8.069489237789756686e+00,-1.063701401069843566e+00,-4.477332805968377905e+00,1.934512489296309923e+00,-2.554025687844365233e+00,-5.903160920612060991e+00,-1.409111416932743444e-01,2.141659352652088177e+00,3.325861119158394219e-01,1.512359488698906906e+00,-3.171610468404817862e+00,-1.813705829935690517e+00
-3.362302238879755212e+00,-1.797765807702706553e+00,-4.065731410222269915e+00,-8.631413011658384704e+00,8.871307112687641938e-01,-2.008904681041309370e+00,-8.150991734830222768e+00,2.313911277628871055e+00,-4.536491821916211364e+00,2.597269789806947449e-01,3.645452810887684247e+00,6.449145537870533129e-01,5.697003422716503174e+00,-6.174129101768262906e+00,2.011708205887745127e+00,-3.424050454701565993e+00,-4.353985745909408678e+00,-2.894248323822077307e+00,-1.557762660636863306e+00,2.808267111487272039e-01
-5.825749203916782193e+00,4.504132434770935944e+00,2.328312198652299436e+00,-7.681218431386119150e+00,7.441260968977998047e+00,9.479445880152916004e+00,5.893897855798253538e+00,-8.996241790617545142e-01,-5.353763107552712341e+00,5.272258634655683451e+00,-2.015884734865898142e+00,6.112225351912137228e+00,1.041374890384301422e+00,4.883195182418563540e+00,1.781831985872009305e+00,3.532865840959740655e+00,5.250010360410239246e-02,8.929352469529176162e+00,6.345604635180995823e-01,2.009946817223508209e+00
9.415753485281271651e+00,-6.738795305712232064e+00,-6.352424992428668205e+00,4.846983540790056111e+00,-5.865617025570799115e+00,9.718105928246462355e+00,-2.068094903798736617e+00,-3.737274057203788580e+00,9.614710132401922849e+00,7.402573957172121411e+00,9.337794802132849625e+00,4.530223291376926475e+00,-4.306128425273512583e+00,9.550324765495169288e+00,-1.340016854756902021e+00,4.012281978981976138e+00,4.736259838868740246e+00,-7.750504654541710003e-01,3.070396851730401444e+00,4.611033357832633683e+00
1.882127655778147224e+00,-5.497003952920972658e+00,1.491190871030279919e+00,6.631929483435151873e+00,-3.472839298656827278e+00,-7.481727016383538098e-01,-2.175767758608187386e+00,9.246318642396708753e+00,3.361473785062177200e+00,2.037309181205552377e+00,-3.849580372226582003e+00,2.696245956459086379e+00,-3.371663303286880353e+00,1.591527913717559195e-01,-3.179230391894404928e+00,3.382166474732498429e+00,2.882954083074704688e+00,-1.041493777889974437e+00,1.980033563308226441e+00,-5.465307543652528466e+00
-7.456287963528027696e+00,2.196958506322684634e+00,8.333674768626452289e-01,3.175157184460531745e+00,1.191572387431970981e+01,4.722397434952068984e+00,-4.564111127220792596e+00,5.585081440479264359e+00,-6.579537052557605570e+00,-2.307923024073544660e+00,-3.412080266231561909e-01,8.566713608246832479e+00,-3.723774110242199509e+00,-4.132192693295071884e+00,-4.922626221271614866e-01,-3.317391431810536861e+00,5.633179610532534909e+00,-5.399657541817116879e+00,-5.737343262055512483e+00,-2.189100223722170391e+00
-2.490162253461524422e+00,9.647660269084928686e+00,4.747104034628804037e+00,4.377562069259544608e-01,-6.127177594150840179e+00,4.221814882007735470e+00,-5.001076736947823953e+00,-7.723855483888057982e+00,5.940148961761508417e+00,1.584713059624248022e+00,4.604294118904094901e+00,1.593638264715105946e+00,4.284153059513455375e+00,-3.255127966500734438e+00,-5.171214208922323863e+00,3.407972591408134910e+00,-4.017048320869205824e+00,-3.447748888751002827e+00,-2.277662517586715563e+00,8.739579512528364291e-02
-1.769969556267419808e+00,-6.874756467090094247e+00,-3.218092014164452674e+00,-1.111701576112213274e+01,3.126157255135937341e+00,-8.010288278033737441e+00,-5.521916697142252417e+00,2.608253963048720037e-01,-3.697814981956566438e+00,7.715072977033679003e+00,-6.464284548617243331e+00,1.335254346745914589e+00,-1.964140911374780141e-01,-5.840467488705987087e+00,2.616383302658768617e+00,-8.577316561112404703e-01,3.858952756068336765e+00,4.117520769818657556e+00,1.081617974640344926e+01,6.682639747181959855e+00
